Fri May 12 14:52:39 2023    debug_timer_rec

         447405400 function calls (431447914 primitive calls) in 908.807 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      202    0.001    0.000    0.009    0.000 text.py:283(update_from)
     1496    0.077    0.000    0.488    0.000 text.py:298(_get_layout)
      516    0.000    0.000    0.000    0.000 text.py:367(<listcomp>)
      530    0.001    0.000    0.001    0.000 text.py:369(<listcomp>)
      450    0.000    0.000    0.000    0.000 text.py:372(<listcomp>)
      165    0.000    0.000    0.000    0.000 text.py:519(_update_clip_properties)
       75    0.000    0.000    0.001    0.000 text.py:526(set_clip_box)
       45    0.000    0.000    0.014    0.000 text.py:531(set_clip_path)
       45    0.000    0.000    0.001    0.000 text.py:536(set_clip_on)
      412    0.000    0.000    0.000    0.000 text.py:541(get_wrap)
      552    0.000    0.000    0.000    0.000 text.py:545(set_wrap)
      412    0.001    0.000    0.001    0.000 text.py:622(_get_wrapped_text)
      834    0.020    0.000    0.506    0.001 text.py:673(draw)
      412    0.000    0.000    0.000    0.000 text.py:743(get_color)
      150    0.000    0.000    0.000    0.000 text.py:821(get_horizontalalignment)
     1084    0.003    0.000    0.010    0.000 text.py:828(get_unitless_position)
      495    0.000    0.000    0.000    0.000 text.py:836(get_position)
     4096    0.001    0.000    0.001    0.000 text.py:863(get_text)
     1084    0.018    0.000    0.440    0.000 text.py:874(get_window_extent)
     2992    0.013    0.000    0.238    0.000 text.py:93(_get_text_metrics_with_cache)
      582    0.004    0.000    0.016    0.000 text.py:941(set_color)
     1024    0.002    0.000    0.004    0.000 text.py:962(set_horizontalalignment)
      552    0.001    0.000    0.007    0.000 text.py:992(set_linespacing)
       10    0.000    0.000    0.001    0.000 textpath.py:26(__init__)
       10    0.000    0.000    0.000    0.000 threading.py:1174(native_id)
       25    0.000    0.000    0.001    0.000 threading.py:1446(current_thread)
       10    0.000    0.000    0.000    0.000 threading.py:1590(main_thread)
        1    0.000    0.000    0.000    0.000 threading.py:90(RLock)
      570    0.002    0.000    0.003    0.000 threadpoolctl.py:1017(get_num_threads)
      570    0.002    0.000    0.003    0.000 threadpoolctl.py:1021(set_num_threads)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:1027(get_version)
      230    0.001    0.000    0.104    0.000 threadpoolctl.py:124(_realpath)
      570    0.005    0.000    0.130    0.000 threadpoolctl.py:160(__init__)
      570    0.000    0.000    0.000    0.000 threadpoolctl.py:168(__enter__)
      570    0.003    0.000    0.072    0.000 threadpoolctl.py:171(__exit__)
      570    0.013    0.000    0.069    0.000 threadpoolctl.py:181(restore_original_limits)
      570    0.005    0.000    0.007    0.000 threadpoolctl.py:227(_check_params)
      570    0.001    0.000    0.001    0.000 threadpoolctl.py:248(<dictcomp>)
      570    0.004    0.000    0.023    0.000 threadpoolctl.py:278(_set_threadpool_limits)
        1    0.000    0.000    0.136    0.136 threadpoolctl.py:401(__init__)
      570    0.002    0.000    0.095    0.000 threadpoolctl.py:412(info)
      570    0.004    0.000    0.094    0.000 threadpoolctl.py:414(<listcomp>)
      570    0.004    0.000    0.134    0.000 threadpoolctl.py:455(limit)
        1    0.000    0.000    0.136    0.136 threadpoolctl.py:552(_load_libraries)
        1    0.020    0.020    0.136    0.136 threadpoolctl.py:617(_find_libraries_with_enum_process_module_ex)
      230    0.003    0.000    0.115    0.001 threadpoolctl.py:680(_make_controller_from_path)
      920    0.001    0.000    0.002    0.000 threadpoolctl.py:733(_check_prefix)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:743(_warn_if_incompatible_openmp)
        2    0.000    0.000    0.000    0.000 threadpoolctl.py:776(_get_windll)
        3    0.000    0.000    0.001    0.000 threadpoolctl.py:805(__init__)
     1710    0.015    0.000    0.090    0.000 threadpoolctl.py:813(info)
     1710    0.014    0.000    0.019    0.000 threadpoolctl.py:816(<dictcomp>)
     1710    0.003    0.000    0.053    0.000 threadpoolctl.py:818(num_threads)
        2    0.000    0.000    0.001    0.000 threadpoolctl.py:841(__init__)
     1140    0.008    0.000    0.047    0.000 threadpoolctl.py:846(get_num_threads)
     2280    0.015    0.000    0.072    0.000 threadpoolctl.py:856(set_num_threads)
        2    0.000    0.000    0.000    0.000 threadpoolctl.py:867(get_version)
        2    0.000    0.000    0.000    0.000 threadpoolctl.py:884(_get_threading_layer)
        2    0.000    0.000    0.000    0.000 threadpoolctl.py:900(_get_architecture)
      160    0.000    0.000    0.000    0.000 ticker.py:1651(raise_if_exceeds)
   120660    0.239    0.000    2.932    0.000 ticker.py:1669(nonsingular)
       20    0.000    0.000    0.000    0.000 ticker.py:1734(__init__)
      310    0.001    0.000    0.001    0.000 ticker.py:1743(__call__)
      310    0.000    0.000    0.000    0.000 ticker.py:1746(tick_values)
      200    0.000    0.000    0.000    0.000 ticker.py:1772(__call__)
      200    0.000    0.000    0.000    0.000 ticker.py:1775(tick_values)
      160    0.012    0.000    0.013    0.000 ticker.py:1908(scale_range)
      915    0.000    0.000    0.000    0.000 ticker.py:192(set_axis)
      160    0.000    0.000    0.000    0.000 ticker.py:1926(__init__)
      320    0.000    0.000    0.000    0.000 ticker.py:1937(closeto)
      160    0.000    0.000    0.001    0.000 ticker.py:1947(le)
      160    0.000    0.000    0.001    0.000 ticker.py:1954(ge)
      225    0.001    0.000    0.025    0.000 ticker.py:1974(__init__)
      225    0.004    0.000    0.016    0.000 ticker.py:2015(_validate_steps)
      225    0.002    0.000    0.004    0.000 ticker.py:2030(_staircase)
      225    0.003    0.000    0.024    0.000 ticker.py:2036(set_params)
      160    0.009    0.000    0.078    0.000 ticker.py:2081(_raw_ticks)
      160    0.001    0.000    0.091    0.001 ticker.py:2141(__call__)
      160    0.002    0.000    0.085    0.001 ticker.py:2145(tick_values)
    60300    0.301    0.000    1.422    0.000 ticker.py:2162(view_limits)
      440    0.002    0.000    0.031    0.000 ticker.py:230(format_ticks)
      440    0.002    0.000    0.008    0.000 ticker.py:233(<listcomp>)
      680    0.000    0.000    0.000    0.000 ticker.py:253(set_locs)
      684    0.001    0.000    0.002    0.000 ticker.py:262(fix_minus)
      440    0.000    0.000    0.000    0.000 ticker.py:274(_set_locator)
      215    0.001    0.000    0.024    0.000 ticker.py:2906(__init__)
       10    0.000    0.000    0.000    0.000 ticker.py:330(__init__)
      390    0.000    0.000    0.001    0.000 ticker.py:334(__call__)
       60    0.000    0.000    0.000    0.000 ticker.py:342(get_offset)
      215    0.002    0.000    0.044    0.000 ticker.py:442(__init__)
      215    0.000    0.000    0.000    0.000 ticker.py:469(set_useOffset)
      215    0.000    0.000    0.000    0.000 ticker.py:515(set_useLocale)
      644    0.001    0.000    0.003    0.000 ticker.py:531(_format_maybe_minus_and_locale)
      215    0.003    0.000    0.041    0.000 ticker.py:548(set_useMathText)
      644    0.002    0.000    0.005    0.000 ticker.py:583(__call__)
       50    0.000    0.000    0.000    0.000 ticker.py:683(get_offset)
      200    0.001    0.000    0.040    0.000 ticker.py:711(set_locs)
      160    0.003    0.000    0.011    0.000 ticker.py:720(_compute_offset)
      160    0.003    0.000    0.008    0.000 ticker.py:759(_set_order_of_magnitude)
      160    0.005    0.000    0.019    0.000 ticker.py:793(_set_format)
        1    0.000    0.000    0.002    0.002 tokenize.py:299(detect_encoding)
        1    0.001    0.001    0.001    0.001 tokenize.py:323(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        1    0.000    0.000    0.003    0.003 tokenize.py:392(open)
    52907    0.014    0.000    0.014    0.000 transforms.py:1006(minpos)
    60325    0.089    0.000    0.089    0.000 transforms.py:1017(minposx)
    60325    0.057    0.000    0.057    0.000 transforms.py:1028(minposy)
   460888    0.241    0.000    0.241    0.000 transforms.py:1039(get_points)
       80    0.001    0.000    0.007    0.000 transforms.py:1057(set)
    30475    0.178    0.000    7.141    0.000 transforms.py:1087(__init__)
   920533    0.704    0.000    0.704    0.000 transforms.py:110(__init__)
   181250    0.527    0.000    3.161    0.000 transforms.py:1109(get_points)
      303    0.001    0.000    0.001    0.000 transforms.py:131(__getstate__)
   182592    0.273    0.000    2.084    0.000 transforms.py:1335(__add__)
      303    0.000    0.000    0.000    0.000 transforms.py:134(<dictcomp>)
   121240    0.099    0.000    0.241    0.000 transforms.py:1350(_iter_break_from_left_to_right)
      303    0.001    0.000    0.001    0.000 transforms.py:136(__setstate__)
   301500    0.058    0.000    0.058    0.000 transforms.py:1362(depth)
    60300    0.226    0.000    3.584    0.000 transforms.py:1376(contains_branch)
    30150    0.071    0.000    0.207    0.000 transforms.py:1395(contains_branch_seperately)
      303    0.000    0.000    0.000    0.000 transforms.py:141(<dictcomp>)
    30310    0.103    0.000    1.910    0.000 transforms.py:1413(__sub__)
    60320    0.101    0.000    2.364    0.000 transforms.py:1463(__array__)
    31681    0.188    0.000    2.314    0.000 transforms.py:1467(transform)
       15    0.000    0.000    0.001    0.000 transforms.py:1568(get_matrix)
   276228    0.404    0.000    1.020    0.000 transforms.py:157(invalidate)
      110    0.000    0.000    0.006    0.000 transforms.py:1588(transform_path)
      110    0.000    0.000    0.004    0.000 transforms.py:1597(transform_path_affine)
      472    0.002    0.000    0.007    0.000 transforms.py:1607(transform_path_non_affine)
338088/276228    0.573    0.000    0.616    0.000 transforms.py:167(_invalidate_internal)
       30    0.000    0.000    0.001    0.000 transforms.py:1696(__init__)
       30    0.000    0.000    0.000    0.000 transforms.py:1705(_init)
    60300    0.094    0.000    3.284    0.000 transforms.py:1712(__eq__)
       20    0.000    0.000    0.000    0.000 transforms.py:1717(frozen)
       65    0.001    0.000    0.001    0.000 transforms.py:1721(_set)
       35    0.000    0.000    0.003    0.000 transforms.py:1738(set)
   122720    0.108    0.000    0.108    0.000 transforms.py:1758(<lambda>)
   612304    0.997    0.000    1.436    0.000 transforms.py:1769(__init__)
    61124    0.051    0.000    0.072    0.000 transforms.py:1773(__array__)
120980/120975    0.714    0.000    2.985    0.000 transforms.py:1777(__eq__)
    65173    0.086    0.000    0.610    0.000 transforms.py:1782(transform)
    60370    0.081    0.000    2.174    0.000 transforms.py:1795(transform_path)
    60480    0.244    0.000    2.096    0.000 transforms.py:1799(transform_path_affine)
       10    0.000    0.000    0.000    0.000 transforms.py:1804(transform_path_non_affine)
   273906    0.049    0.000    0.049    0.000 transforms.py:1808(get_affine)
    91144    0.316    0.000    1.071    0.000 transforms.py:1832(frozen)
      130    0.000    0.000    0.000    0.000 transforms.py:1836(is_separable)
125653/125648    0.370    0.000    0.887    0.000 transforms.py:1848(transform_affine)
      190    0.000    0.000    0.011    0.000 transforms.py:1869(inverted)
   397018    0.971    0.000    2.416    0.000 transforms.py:1886(__init__)
   460722    0.241    0.000    0.241    0.000 transforms.py:1926(get_matrix)
   183946    7.628    0.000    7.783    0.000 transforms.py:194(set_children)
      240    0.001    0.000    0.002    0.000 transforms.py:1974(clear)
    31971    0.238    0.000    0.391    0.000 transforms.py:1983(rotate)
    31971    0.096    0.000    0.507    0.000 transforms.py:2006(rotate_deg)
    61040    0.168    0.000    0.339    0.000 transforms.py:2038(translate)
    91844    0.517    0.000    0.747    0.000 transforms.py:2051(scale)
   122322    0.067    0.000    0.138    0.000 transforms.py:209(<lambda>)
   181165    0.055    0.000    0.055    0.000 transforms.py:2127(get_matrix)
   152674    0.127    0.000    0.361    0.000 transforms.py:2131(transform)
       10    0.000    0.000    0.000    0.000 transforms.py:2151(transform_path_non_affine)
       10    0.000    0.000    0.000    0.000 transforms.py:2155(get_affine)
    60300    0.013    0.000    0.013    0.000 transforms.py:2159(inverted)
    60300    0.195    0.000    3.190    0.000 transforms.py:2167(__eq__)
       30    0.000    0.000    0.001    0.000 transforms.py:2195(__init__)
     1116    0.001    0.000    0.005    0.000 transforms.py:2219(<lambda>)
      754    0.001    0.000    0.003    0.000 transforms.py:2227(transform_non_affine)
     1588    0.001    0.000    0.005    0.000 transforms.py:2259(get_affine)
       95    0.001    0.000    0.002    0.000 transforms.py:2286(__init__)
   120930    0.109    0.000    0.111    0.000 transforms.py:2312(get_matrix)
      125    0.001    0.000    0.004    0.000 transforms.py:2328(blended_transform_factory)
   121937    0.385    0.000    1.283    0.000 transforms.py:2352(__init__)
    40/20    0.000    0.000    0.003    0.000 transforms.py:2372(frozen)
  835/565    0.001    0.000    0.004    0.000 transforms.py:2381(_invalidate_internal)
120615/60315    0.203    0.000    3.513    0.000 transforms.py:2396(__eq__)
   120600    0.243    0.000    1.332    0.000 transforms.py:2403(_iter_break_from_left_to_right)
180900/90450    0.243    0.000    0.294    0.000 transforms.py:2409(<lambda>)
215545/153140    0.280    0.000    0.366    0.000 transforms.py:2410(<lambda>)
    31681    0.084    0.000    1.847    0.000 transforms.py:2418(transform_affine)
    31681    0.066    0.000    0.112    0.000 transforms.py:2422(transform_non_affine)
       60    0.000    0.000    0.000    0.000 transforms.py:2431(transform_path_non_affine)
182876/92066    1.145    0.000    3.764    0.000 transforms.py:2441(get_affine)
      240    0.001    0.000    0.003    0.000 transforms.py:246(frozen)
      105    0.001    0.000    0.002    0.000 transforms.py:2462(__init__)
      100    0.000    0.000    0.001    0.000 transforms.py:2497(get_matrix)
    60340    0.066    0.000    3.147    0.000 transforms.py:250(__array__)
   182632    0.368    0.000    1.769    0.000 transforms.py:2508(composite_transform_factory)
    30595    0.064    0.000    0.079    0.000 transforms.py:253(x0)
        5    0.000    0.000    0.000    0.000 transforms.py:2542(__init__)
        5    0.000    0.000    0.000    0.000 transforms.py:2559(get_matrix)
    30500    0.133    0.000    0.337    0.000 transforms.py:2586(__init__)
121760/121750    0.218    0.000    0.491    0.000 transforms.py:2602(get_matrix)
    30635    0.033    0.000    0.043    0.000 transforms.py:263(y0)
       15    0.000    0.000    0.001    0.000 transforms.py:2644(__init__)
    60495    0.039    0.000    0.041    0.000 transforms.py:2656(get_matrix)
      407    0.001    0.000    0.004    0.000 transforms.py:2678(__init__)
     1256    0.001    0.000    0.001    0.000 transforms.py:2688(get_matrix)
       60    0.000    0.000    0.000    0.000 transforms.py:273(x1)
      312    0.002    0.000    0.004    0.000 transforms.py:2741(__init__)
      282    0.001    0.000    0.007    0.000 transforms.py:2756(_revalidate)
      282    0.001    0.000    0.008    0.000 transforms.py:2769(get_transformed_points_and_affine)
      282    0.000    0.000    0.000    0.000 transforms.py:2796(get_affine)
   181130    1.789    0.000    3.612    0.000 transforms.py:2827(nonsingular)
      100    0.000    0.000    0.000    0.000 transforms.py:283(y1)
     1004    0.006    0.000    0.006    0.000 transforms.py:2907(_interval_contains_close)
       20    0.000    0.000    0.000    0.000 transforms.py:293(p0)
     1057    0.002    0.000    0.017    0.000 transforms.py:313(xmin)
     1187    0.002    0.000    0.014    0.000 transforms.py:318(ymin)
     1057    0.002    0.000    0.012    0.000 transforms.py:323(xmax)
     1197    0.002    0.000    0.015    0.000 transforms.py:328(ymax)
       20    0.000    0.000    0.003    0.000 transforms.py:338(max)
    90955    0.247    0.000    0.322    0.000 transforms.py:343(intervalx)
    91220    0.142    0.000    0.182    0.000 transforms.py:352(intervaly)
   121055    0.371    0.000    0.458    0.000 transforms.py:361(width)
   121075    0.181    0.000    0.224    0.000 transforms.py:367(height)
      215    0.001    0.000    0.001    0.000 transforms.py:373(size)
    30405    0.168    0.000    0.184    0.000 transforms.py:379(bounds)
        5    0.000    0.000    0.000    0.000 transforms.py:385(extents)
      200    0.002    0.000    0.011    0.000 transforms.py:474(transformed)
       65    0.001    0.000    0.003    0.000 transforms.py:493(anchored)
        5    0.000    0.000    0.000    0.000 transforms.py:523(shrunk)
       40    0.001    0.000    0.001    0.000 transforms.py:534(shrunk_to_aspect)
        5    0.000    0.000    0.000    0.000 transforms.py:558(splitx)
        5    0.000    0.000    0.000    0.000 transforms.py:566(<listcomp>)
       20    0.000    0.000    0.000    0.000 transforms.py:619(padded)
      934    0.009    0.000    0.017    0.000 transforms.py:624(translated)
      325    0.003    0.000    0.077    0.000 transforms.py:649(union)
      325    0.001    0.000    0.015    0.000 transforms.py:654(<listcomp>)
      325    0.001    0.000    0.013    0.000 transforms.py:655(<listcomp>)
      325    0.001    0.000    0.012    0.000 transforms.py:656(<listcomp>)
      325    0.001    0.000    0.012    0.000 transforms.py:657(<listcomp>)
       10    0.000    0.000    0.004    0.000 transforms.py:660(intersection)
   155350    1.050    0.000    2.151    0.000 transforms.py:754(__init__)
      240    0.001    0.000    0.005    0.000 transforms.py:784(frozen)
    30645    0.085    0.000    0.558    0.000 transforms.py:790(unit)
    30170    0.113    0.000    0.559    0.000 transforms.py:795(null)
     1706    0.003    0.000    0.057    0.000 transforms.py:800(from_bounds)
    32186    0.109    0.000    0.992    0.000 transforms.py:809(from_extents)
    60315    0.383    0.000    1.169    0.000 transforms.py:856(update_from_path)
    60315    0.260    0.000    5.092    0.000 transforms.py:932(update_from_data_xy)
       50    0.000    0.000    0.000    0.000 transforms.py:958(x0)
       60    0.000    0.000    0.000    0.000 transforms.py:963(y0)
       50    0.000    0.000    0.000    0.000 transforms.py:968(x1)
       60    0.000    0.000    0.000    0.000 transforms.py:973(y1)
    30180    0.136    0.000    0.399    0.000 transforms.py:988(intervalx)
    30180    0.113    0.000    0.279    0.000 transforms.py:993(intervaly)
   965280    0.243    0.000    0.243    0.000 twodim_base.py:236(_diag_dispatcher)
   965280    5.124    0.000    6.416    0.000 twodim_base.py:240(diag)
   482640    0.114    0.000    0.114    0.000 type_check.py:117(_real_dispatcher)
   482640    0.189    0.000    0.189    0.000 type_check.py:121(real)
   482640    0.113    0.000    0.113    0.000 type_check.py:163(_imag_dispatcher)
   482640    0.353    0.000    0.353    0.000 type_check.py:167(imag)
   482640    0.126    0.000    0.126    0.000 type_check.py:206(_is_type_dispatcher)
   482640    2.507    0.000    3.801    0.000 type_check.py:247(isreal)
        5    0.002    0.000    0.003    0.001 type_check.py:394(_getmaxmin)
        5    0.000    0.000    0.000    0.000 type_check.py:400(_nan_to_num_dispatcher)
        5    0.002    0.000    0.011    0.002 type_check.py:404(nan_to_num)
        2    0.000    0.000    0.000    0.000 typing.py:1006(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1015(<genexpr>)
       29    0.000    0.000    0.000    0.000 typing.py:1229(_is_dunder)
        4    0.000    0.000    0.000    0.000 typing.py:1241(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1270(__getattr__)
       28    0.000    0.000    0.000    0.000 typing.py:1280(__setattr__)
        4    0.000    0.000    0.000    0.000 typing.py:1336(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1341(<genexpr>)
       17    0.000    0.000    0.000    0.000 typing.py:1348(__eq__)
        3    0.000    0.000    0.000    0.000 typing.py:1354(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:1530(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:1535(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1539(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1580(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1585(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        1    0.000    0.000    0.000    0.000 typing.py:1599(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 typing.py:1608(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:168(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:1822(__init_subclass__)
        2    0.000    0.000    0.000    0.000 typing.py:1926(_caller)
        1    0.000    0.000    0.000    0.000 typing.py:2013(__init_subclass__)
        2    0.000    0.000    0.000    0.000 typing.py:2018(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:245(_collect_parameters)
        2    0.000    0.000    0.000    0.000 typing.py:266(_check_generic)
        1    0.000    0.000    0.000    0.000 typing.py:306(_deduplicate)
        1    0.000    0.000    0.000    0.000 typing.py:320(_remove_dups_flatten)
      5/4    0.000    0.000    0.000    0.000 typing.py:357(inner)
        1    0.000    0.000    0.000    0.000 typing.py:456(__repr__)
      2/1    0.000    0.000    0.000    0.000 typing.py:477(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:652(Union)
        3    0.000    0.000    0.000    0.000 typing.py:684(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:692(Optional)
        2    0.000    0.000    0.000    0.000 typing.py:932(__init__)
       25    0.003    0.000    0.003    0.000 ufunclike.py:127(isposinf)
        5    0.000    0.000    0.000    0.000 ufunclike.py:199(isneginf)
       30    0.001    0.000    0.001    0.000 ufunclike.py:22(func)
       30    0.001    0.000    0.004    0.000 ufunclike.py:48(func)
       30    0.000    0.000    0.000    0.000 ufunclike.py:68(_dispatcher)
181050/120680    1.415    0.000    4.138    0.000 units.py:181(get_converter)
   181550    0.317    0.000    1.008    0.000 units.py:56(_is_natively_supported)
        5    0.000    0.000    0.000    0.000 validation.py:1097(_check_y)
      160    0.001    0.000    0.007    0.000 validation.py:1120(column_or_1d)
       10    0.001    0.000    0.001    0.000 validation.py:1161(check_random_state)
       61    0.001    0.000    0.002    0.000 validation.py:1276(check_is_fitted)
       61    0.001    0.000    0.001    0.000 validation.py:1340(<listcomp>)
       30    0.000    0.000    0.003    0.000 validation.py:1670(_check_sample_weight)
       32    0.000    0.000    0.000    0.000 validation.py:1824(_get_feature_names)
       30    0.000    0.000    0.000    0.000 validation.py:247(_is_arraylike)
       30    0.000    0.000    0.000    0.000 validation.py:252(_is_arraylike_not_scalar)
       32    0.000    0.000    0.001    0.000 validation.py:257(_num_features)
      382    0.008    0.000    0.017    0.000 validation.py:310(_num_samples)
       70    0.001    0.000    0.008    0.000 validation.py:373(check_consistent_length)
       70    0.000    0.000    0.003    0.000 validation.py:384(<listcomp>)
       92    0.000    0.000    0.000    0.000 validation.py:561(_ensure_no_complex_data)
       92    0.000    0.000    0.000    0.000 validation.py:571(_check_estimator_name)
       87    0.006    0.000    0.293    0.003 validation.py:619(check_array)
       92    0.004    0.000    0.022    0.000 validation.py:93(_assert_all_finite)
        5    0.000    0.000    0.041    0.008 validation.py:949(check_X_y)
      447    0.001    0.000    0.006    0.000 warnings.py:165(simplefilter)
      447    0.003    0.000    0.004    0.000 warnings.py:181(_add_filter)
      447    0.001    0.000    0.001    0.000 warnings.py:440(__init__)
      447    0.002    0.000    0.002    0.000 warnings.py:466(__enter__)
      447    0.001    0.000    0.001    0.000 warnings.py:487(__exit__)
    30400    0.154    0.000    0.180    0.000 weakref.py:46(__new__)
       10    0.000    0.000    0.000    0.000 weakref.py:68(__call__)
       20    0.000    0.000    0.000    0.000 widgets.py:36(__init__)
       10    0.003    0.000    0.003    0.000 {built-in method PIL._imaging.fill}
       10    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       10    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.zip_encoder}
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
159183/159117    0.097    0.000    0.099    0.000 {built-in method __new__ of type object at 0x00007FFD54958F90}
        8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
   578937    0.569    0.000    0.778    0.000 {built-in method _abc._abc_instancecheck}
122037/121874    0.136    0.000    0.136    0.000 {built-in method _abc._abc_subclasscheck}
        9    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        5    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
      462    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
       15    0.001    0.000    0.002    0.000 {built-in method _functools.reduce}
       23    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      195    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      5/4    0.052    0.010    0.062    0.016 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       31    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      195    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       10    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       13    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        6    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        9    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      565    0.002    0.000    0.002    0.000 {built-in method _struct.pack}
       62    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      809    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       10    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
     1341    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      464    0.001    0.000    0.001    0.000 {built-in method _winapi.LCMapStringEx}
       80    0.031    0.000    0.031    0.000 {built-in method addAction}
       20    0.001    0.000    0.001    0.000 {built-in method addSeparator}
       10    0.042    0.004    0.042    0.004 {built-in method addToolBar}
       10    0.003    0.000    0.003    0.000 {built-in method addWidget}
       80    0.001    0.000    0.001    0.000 {built-in method backgroundRole}
    60/57    0.003    0.000    0.006    0.000 {built-in method builtins.__build_class__}
    38/36    0.002    0.000    0.086    0.002 {built-in method builtins.__import__}
  1513504    0.395    0.000    0.395    0.000 {built-in method builtins.abs}
    61003    0.085    0.000    0.152    0.000 {built-in method builtins.all}
  1935618    2.205    0.000    4.430    0.000 {built-in method builtins.any}
    67460    0.027    0.000    0.027    0.000 {built-in method builtins.callable}
        1    0.016    0.016    0.016    0.016 {built-in method builtins.compile}
    65238    0.035    0.000    0.036    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      325    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
     24/1    0.000    0.000  908.807  908.807 {built-in method builtins.exec}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.format}
  8583421    3.012    0.000    6.018    0.000 {built-in method builtins.getattr}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
  2095942    1.025    0.000    1.064    0.000 {built-in method builtins.hasattr}
19862/12328    0.010    0.000    0.050    0.000 {built-in method builtins.hash}
   699682    0.159    0.000    0.159    0.000 {built-in method builtins.id}
 11270513    3.417    0.000    4.520    0.000 {built-in method builtins.isinstance}
  5047016    1.118    0.000    1.118    0.000 {built-in method builtins.issubclass}
   907341    0.517    0.000    0.517    0.000 {built-in method builtins.iter}
9674315/9553575    2.020    0.000    2.222    0.000 {built-in method builtins.len}
       35    0.001    0.000    0.001    0.000 {built-in method builtins.locals}
   368455    0.267    0.000    0.268    0.000 {built-in method builtins.max}
   181235    0.343    0.000    0.602    0.000 {built-in method builtins.min}
2155545/2153857    0.829    0.000    2.338    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       55    0.008    0.000    0.018    0.000 {built-in method builtins.print}
       36    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      869    0.006    0.000    0.006    0.000 {built-in method builtins.round}
   129934    0.130    0.000    0.809    0.000 {built-in method builtins.setattr}
   151471    1.089    0.000    1.170    0.000 {built-in method builtins.sorted}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
     1780    0.003    0.000    0.003    0.000 {built-in method builtins.vars}
        5    0.006    0.001    0.007    0.001 {built-in method close}
       80    0.010    0.000    0.010    0.000 {built-in method color}
        5    0.001    0.000    0.001    0.000 {built-in method destroy}
       80    0.001    0.000    0.001    0.000 {built-in method devicePixelRatioF}
