Fri May 12 14:52:39 2023    debug_timer_rec

         447405400 function calls (431447914 primitive calls) in 908.807 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11458    0.003    0.000    0.003    0.000 font_manager.py:946(get_math_fontfamily)
      892    0.001    0.000    0.002    0.000 font_manager.py:954(set_math_fontfamily)
     4498    0.006    0.000    0.077    0.000 font_manager.py:982(copy)
        1    0.000    0.000    0.005    0.005 fractions.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fractions.py:277(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
     1115    0.001    0.000    0.001    0.000 fromnumeric.py:1219(_argmin_dispatcher)
     1115    0.006    0.000    0.019    0.000 fromnumeric.py:1223(argmin)
     1160    0.001    0.000    0.001    0.000 fromnumeric.py:1315(_searchsorted_dispatcher)
     1160    0.003    0.000    0.018    0.000 fromnumeric.py:1319(searchsorted)
  1990726    0.485    0.000    0.485    0.000 fromnumeric.py:1751(_ravel_dispatcher)
  1990726    2.841    0.000    5.835    0.000 fromnumeric.py:1755(ravel)
   965440    0.230    0.000    0.230    0.000 fromnumeric.py:1862(_nonzero_dispatcher)
   965440    0.836    0.000    3.499    0.000 fromnumeric.py:1866(nonzero)
    32186    0.009    0.000    0.009    0.000 fromnumeric.py:193(_reshape_dispatcher)
    60495    0.017    0.000    0.017    0.000 fromnumeric.py:1961(_shape_dispatcher)
    60495    0.064    0.000    0.110    0.000 fromnumeric.py:1965(shape)
    32186    0.073    0.000    0.507    0.000 fromnumeric.py:198(reshape)
     1285    0.001    0.000    0.001    0.000 fromnumeric.py:2081(_clip_dispatcher)
     1285    0.003    0.000    0.118    0.000 fromnumeric.py:2085(clip)
     1206    0.001    0.000    0.001    0.000 fromnumeric.py:2157(_sum_dispatcher)
     1206    0.007    0.000    0.066    0.000 fromnumeric.py:2162(sum)
   121001    0.038    0.000    0.038    0.000 fromnumeric.py:2302(_any_dispatcher)
   121001    0.275    0.000    2.376    0.000 fromnumeric.py:2307(any)
  1090000    0.303    0.000    0.303    0.000 fromnumeric.py:2401(_all_dispatcher)
  1090000    2.021    0.000   11.366    0.000 fromnumeric.py:2406(all)
     1355    0.001    0.000    0.001    0.000 fromnumeric.py:2493(_cumsum_dispatcher)
     1355    0.005    0.000    0.167    0.000 fromnumeric.py:2497(cumsum)
      161    0.000    0.000    0.000    0.000 fromnumeric.py:2574(_ptp_dispatcher)
      161    0.001    0.000    0.002    0.000 fromnumeric.py:2578(ptp)
     2934    0.001    0.000    0.001    0.000 fromnumeric.py:2672(_amax_dispatcher)
     2934    0.004    0.000    0.026    0.000 fromnumeric.py:2677(amax)
     2904    0.001    0.000    0.001    0.000 fromnumeric.py:2797(_amin_dispatcher)
     2904    0.004    0.000    0.027    0.000 fromnumeric.py:2802(amin)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:2922(_prod_dispatcher)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:2927(prod)
     2585    0.001    0.000    0.001    0.000 fromnumeric.py:3117(_ndim_dispatcher)
     2585    0.012    0.000    0.019    0.000 fromnumeric.py:3121(ndim)
     1040    0.000    0.000    0.000    0.000 fromnumeric.py:3210(_around_dispatcher)
      520    0.001    0.000    0.005    0.000 fromnumeric.py:3214(around)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:3308(_mean_dispatcher)
       15    0.000    0.000    0.003    0.000 fromnumeric.py:3313(mean)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:3577(_var_dispatcher)
       10    0.000    0.000    0.017    0.002 fromnumeric.py:3582(var)
      520    0.001    0.000    0.007    0.000 fromnumeric.py:3722(round_)
    32601    0.152    0.000    0.313    0.000 fromnumeric.py:38(_wrapit)
  1003071    1.342    0.000    3.405    0.000 fromnumeric.py:51(_wrapfunc)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:546(_swapaxes_dispatcher)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:550(swapaxes)
  1218055    4.660    0.000   11.549    0.000 fromnumeric.py:69(_wrapreduction)
  1218055    1.316    0.000    1.316    0.000 fromnumeric.py:70(<dictcomp>)
    60300    0.041    0.000    0.041    0.000 fromnumeric.py:848(_sort_dispatcher)
    60300    0.305    0.000    0.683    0.000 fromnumeric.py:852(sort)
      225    0.000    0.000    0.000    0.000 function_base.py:1315(_diff_dispatcher)
      225    0.004    0.000    0.005    0.000 function_base.py:1319(diff)
       10    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
       10    0.001    0.000    0.002    0.000 function_base.py:23(linspace)
   965280    2.733    0.000   38.898    0.000 function_base.py:2300(__call__)
   965280    7.969    0.000   20.829    0.000 function_base.py:2330(_get_ufunc_and_otypes)
   965280    1.130    0.000    1.860    0.000 function_base.py:2360(<listcomp>)
  2895840    1.118    0.000    1.118    0.000 function_base.py:2361(<genexpr>)
   965280    1.882    0.000    1.882    0.000 function_base.py:2365(<listcomp>)
   965280    1.399    0.000    2.139    0.000 function_base.py:2389(<listcomp>)
   965280    8.647    0.000   36.166    0.000 function_base.py:2399(_vectorize_call)
   965280    1.177    0.000    4.599    0.000 function_base.py:2409(<listcomp>)
   695951    0.853    0.000    1.283    0.000 function_base.py:346(iterable)
       45    0.000    0.000    0.000    0.000 function_base.py:391(_average_dispatcher)
       45    0.001    0.000    0.003    0.000 function_base.py:396(average)
        5    0.000    0.000    0.000    0.000 function_base.py:4841(_meshgrid_dispatcher)
        5    0.000    0.000    0.003    0.001 function_base.py:4846(meshgrid)
        5    0.000    0.000    0.000    0.000 function_base.py:4977(<listcomp>)
        5    0.000    0.000    0.000    0.000 function_base.py:4990(<listcomp>)
  1025286    0.278    0.000    0.278    0.000 function_base.py:5385(_append_dispatcher)
  1025286    2.486    0.000   12.474    0.000 function_base.py:5389(append)
       20    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        6    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        4    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        4    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       16    0.000    0.000    0.000    0.000 functools.py:65(wraps)
   181126    0.445    0.000    0.522    0.000 getlimits.py:458(__new__)
   181120    0.951    0.000    0.951    0.000 getlimits.py:540(smallest_normal)
   181120    0.147    0.000    1.097    0.000 getlimits.py:563(tiny)
        5    0.000    0.000    0.000    0.000 gridspec.py:101(set_width_ratios)
        5    0.000    0.000    0.000    0.000 gridspec.py:123(set_height_ratios)
        5    0.000    0.000    0.002    0.000 gridspec.py:145(get_grid_positions)
        5    0.000    0.000    0.000    0.000 gridspec.py:191(<listcomp>)
        5    0.000    0.000    0.000    0.000 gridspec.py:199(<listcomp>)
        5    0.000    0.000    0.001    0.000 gridspec.py:228(__getitem__)
       10    0.000    0.000    0.000    0.000 gridspec.py:232(_normalize)
        5    0.000    0.000    0.144    0.029 gridspec.py:265(subplots)
        5    0.000    0.000    0.000    0.000 gridspec.py:33(__init__)
        5    0.000    0.000    0.000    0.000 gridspec.py:338(__init__)
        5    0.000    0.000    0.000    0.000 gridspec.py:422(get_subplot_params)
        5    0.000    0.000    0.000    0.000 gridspec.py:439(<dictcomp>)
        5    0.000    0.000    0.000    0.000 gridspec.py:563(__init__)
        5    0.000    0.000    0.000    0.000 gridspec.py:573(_from_subplot_args)
        5    0.000    0.000    0.000    0.000 gridspec.py:620(num2)
        5    0.000    0.000    0.000    0.000 gridspec.py:624(num2)
        5    0.000    0.000    0.000    0.000 gridspec.py:628(get_gridspec)
        5    0.000    0.000    0.002    0.000 gridspec.py:669(get_position)
       15    0.000    0.000    0.000    0.000 gridspec.py:75(get_geometry)
    30275    0.087    0.000    0.087    0.000 hatch.py:182(_validate_hatch_pattern)
    50/20    0.147    0.003  340.779   17.039 image.py:113(_draw_list_compositing_images)
    60620    0.027    0.000    0.036    0.000 image.py:123(<genexpr>)
       10    0.002    0.000    0.307    0.031 image.py:1547(imsave)
       20    0.000    0.000    0.045    0.002 image.py:160(_resample)
        5    0.000    0.000    0.004    0.001 image.py:247(__init__)
        5    0.000    0.000    0.000    0.000 image.py:287(get_size)
        5    0.000    0.000    0.000    0.000 image.py:294(set_alpha)
       20    0.000    0.000    0.000    0.000 image.py:308(_get_scalar_alpha)
       10    0.000    0.000    0.000    0.000 image.py:321(changed)
       10    0.007    0.001    0.097    0.010 image.py:328(_make_image)
       10    0.000    0.000    0.103    0.010 image.py:617(draw)
        5    0.000    0.000    0.003    0.001 image.py:685(set_data)
       20    0.000    0.000    0.000    0.000 image.py:745(get_interpolation)
        5    0.000    0.000    0.000    0.000 image.py:756(set_interpolation)
        5    0.000    0.000    0.000    0.000 image.py:778(set_interpolation_stage)
        5    0.000    0.000    0.000    0.000 image.py:802(set_resample)
       10    0.000    0.000    0.000    0.000 image.py:816(get_resample)
        5    0.000    0.000    0.000    0.000 image.py:820(set_filternorm)
       20    0.000    0.000    0.000    0.000 image.py:833(get_filternorm)
        5    0.000    0.000    0.000    0.000 image.py:837(set_filterrad)
       20    0.000    0.000    0.000    0.000 image.py:852(get_filterrad)
        5    0.000    0.000    0.005    0.001 image.py:905(__init__)
       10    0.001    0.000    0.098    0.010 image.py:940(make_image)
        5    0.000    0.000    0.007    0.001 image.py:956(set_extent)
       15    0.000    0.000    0.000    0.000 image.py:984(get_extent)
        1    0.000    0.000    0.000    0.000 inspect.py:1026(__init__)
        1    0.000    0.000    0.002    0.002 inspect.py:1030(visit_FunctionDef)
        1    0.000    0.000    0.000    0.000 inspect.py:1039(visit_ClassDef)
        1    0.000    0.000    0.025    0.025 inspect.py:1055(findsource)
        1    0.001    0.001    0.026    0.026 inspect.py:1123(getcomments)
       31    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
       13    0.000    0.000    0.000    0.000 inspect.py:1950(_signature_get_user_defined_method)
       24    0.000    0.000    0.001    0.000 inspect.py:2042(_signature_bound_method)
       11    0.000    0.000    0.000    0.000 inspect.py:2068(_signature_is_builtin)
       11    0.000    0.000    0.000    0.000 inspect.py:2080(_signature_is_functionlike)
       31    0.002    0.000    0.005    0.000 inspect.py:2327(_signature_from_function)
    55/31    0.002    0.000    0.009    0.000 inspect.py:2422(_signature_from_callable)
       10    0.000    0.000    0.000    0.000 inspect.py:2457(<lambda>)
      172    0.001    0.000    0.002    0.000 inspect.py:2676(__init__)
      687    0.000    0.000    0.000    0.000 inspect.py:2729(name)
      101    0.000    0.000    0.000    0.000 inspect.py:2733(default)
      828    0.000    0.000    0.000    0.000 inspect.py:2741(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2745(replace)
       39    0.001    0.000    0.001    0.000 inspect.py:2763(__str__)
       80    0.000    0.000    0.000    0.000 inspect.py:2821(__init__)
       11    0.000    0.000    0.000    0.000 inspect.py:283(ismodule)
      170    0.001    0.000    0.001    0.000 inspect.py:292(isclass)
       56    0.001    0.000    0.001    0.000 inspect.py:2962(__init__)
      121    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
      202    0.000    0.000    0.000    0.000 inspect.py:3011(<genexpr>)
       31    0.000    0.000    0.009    0.000 inspect.py:3016(from_callable)
      132    0.000    0.000    0.000    0.000 inspect.py:3024(parameters)
        4    0.000    0.000    0.000    0.000 inspect.py:3028(return_annotation)
       25    0.000    0.000    0.001    0.000 inspect.py:3032(replace)
       80    0.001    0.000    0.002    0.000 inspect.py:3068(_bind)
       37    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
       80    0.000    0.000    0.002    0.000 inspect.py:3199(bind)
        4    0.000    0.000    0.001    0.000 inspect.py:3224(__str__)
       31    0.000    0.000    0.010    0.000 inspect.py:3270(signature)
       53    0.000    0.000    0.000    0.000 inspect.py:330(isdatadescriptor)
        1    0.000    0.000    0.000    0.000 inspect.py:346(ismemberdescriptor)
        1    0.000    0.000    0.000    0.000 inspect.py:363(isgetsetdescriptor)
      221    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
        6    0.000    0.000    0.000    0.000 inspect.py:391(_has_code_flag)
        3    0.000    0.000    0.000    0.000 inspect.py:409(iscoroutinefunction)
        3    0.000    0.000    0.000    0.000 inspect.py:416(isasyncgenfunction)
       71    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:514(ismethodwrapper)
       54    0.000    0.000    0.001    0.000 inspect.py:518(isroutine)
        1    0.001    0.001    0.002    0.002 inspect.py:613(classify_class_attrs)
        1    0.000    0.000    0.000    0.000 inspect.py:642(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect.py:729(getmro)
       42    0.001    0.000    0.001    0.000 inspect.py:735(unwrap)
       52    0.000    0.000    0.000    0.000 inspect.py:755(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:771(indentsize)
        9    0.000    0.000    0.000    0.000 inspect.py:867(cleandoc)
        1    0.000    0.000    0.000    0.000 inspect.py:896(getfile)
        1    0.000    0.000    0.001    0.001 inspect.py:936(getsourcefile)
        3    0.000    0.000    0.000    0.000 inspect.py:943(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect.py:946(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:973(getmodule)
       20    0.000    0.000    0.001    0.000 legend.py:1008(_get_anchored_bbox)
    30155    0.054    0.000    0.136    0.000 legend.py:1120(_get_legend_handles)
    30155    0.018    0.000    0.024    0.000 legend.py:1125(<genexpr>)
        5    0.049    0.010    0.207    0.041 legend.py:1154(_get_legend_handles_labels)
        5    0.000    0.000    0.000    0.000 legend.py:1166(_parse_legend_args)
        5    0.001    0.000    0.025    0.005 legend.py:304(__init__)
       55    0.000    0.000    0.000    0.000 legend.py:403(val_or_rc)
        5    0.000    0.000    0.000    0.000 legend.py:577(_set_artist_props)
        5    0.000    0.000    0.000    0.000 legend.py:588(_set_loc)
       60    0.000    0.000    0.000    0.000 legend.py:601(_get_loc)
       20    0.010    0.001    0.012    0.001 legend.py:606(_findoffset)
       10    0.000    0.000    0.342    0.034 legend.py:623(draw)
       10    0.000    0.000    0.000    0.000 legend.py:676(get_default_handler_map)
        5    0.000    0.000    0.000    0.000 legend.py:691(get_legend_handler_map)
    30165    0.041    0.000    0.047    0.000 legend.py:697(get_legend_handler)
        5    0.000    0.000    0.021    0.004 legend.py:723(_init_legend_box)
        5    0.000    0.000    0.001    0.000 legend.py:794(<listcomp>)
        5    0.000    0.000    0.000    0.000 legend.py:898(set_title)
       20    0.000    0.000    0.000    0.000 legend.py:958(get_bbox_to_anchor)
        5    0.000    0.000    0.000    0.000 legend.py:965(set_bbox_to_anchor)
       15    0.000    0.000    0.000    0.000 legend_handler.py:166(get_xdata)
       15    0.000    0.000    0.000    0.000 legend_handler.py:202(get_ydata)
       30    0.000    0.000    0.000    0.000 legend_handler.py:431(get_numpoints)
       15    0.000    0.000    0.000    0.000 legend_handler.py:437(get_sizes)
       15    0.000    0.000    0.002    0.000 legend_handler.py:458(update_prop)
       15    0.000    0.000    0.008    0.001 legend_handler.py:475(create_artists)
       15    0.000    0.000    0.005    0.000 legend_handler.py:499(create_collection)
       15    0.000    0.000    0.001    0.000 legend_handler.py:67(_update_prop)
       15    0.000    0.000    0.001    0.000 legend_handler.py:73(_default_update_prop)
       15    0.000    0.000    0.000    0.000 legend_handler.py:84(adjust_drawing_area)
       15    0.000    0.000    0.008    0.001 legend_handler.py:93(legend_artist)
   965295    0.832    0.000    0.832    0.000 linalg.py:107(get_linalg_error_extobj)
   965295    1.200    0.000    1.686    0.000 linalg.py:112(_makearray)
  2895870    1.341    0.000    1.866    0.000 linalg.py:117(isComplexType)
  1930575    1.303    0.000    1.779    0.000 linalg.py:130(_realType)
   965295    2.831    0.000    4.622    0.000 linalg.py:136(_commonType)
   965295    0.661    0.000    0.661    0.000 linalg.py:194(_assert_stacked_2d)
   965295    0.962    0.000    0.962    0.000 linalg.py:200(_assert_stacked_square)
   965280    2.582    0.000    9.866    0.000 linalg.py:206(_assert_finite)
   965295    0.238    0.000    0.238    0.000 linalg.py:479(_unary_dispatcher)
       15    0.009    0.001    0.010    0.001 linalg.py:483(inv)
   965280   21.802    0.000   55.773    0.000 linalg.py:983(eigvals)
        1    0.000    0.000    0.004    0.004 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.004    0.004 linecache.py:80(updatecache)
      191    0.001    0.000    0.027    0.000 lines.py:1028(get_path)
      573    0.001    0.000    0.001    0.000 lines.py:1042(set_antialiased)
      573    0.001    0.000    0.012    0.000 lines.py:1054(set_color)
      573    0.001    0.000    0.003    0.000 lines.py:1066(set_drawstyle)
      573    0.001    0.000    0.001    0.000 lines.py:1101(set_gapcolor)
      573    0.002    0.000    0.003    0.000 lines.py:1124(set_linewidth)
      573    0.004    0.000    0.008    0.000 lines.py:1139(set_linestyle)
      382    0.001    0.000    0.024    0.000 lines.py:1184(set_marker)
     1719    0.004    0.000    0.011    0.000 lines.py:1198(_set_markercolor)
      573    0.000    0.000    0.004    0.000 lines.py:1212(set_markeredgecolor)
      573    0.001    0.000    0.005    0.000 lines.py:1222(set_markerfacecolor)
      573    0.000    0.000    0.004    0.000 lines.py:1232(set_markerfacecoloralt)
      573    0.001    0.000    0.002    0.000 lines.py:1242(set_markeredgewidth)
      573    0.001    0.000    0.001    0.000 lines.py:1257(set_markersize)
     2556    0.005    0.000    0.013    0.000 lines.py:1271(set_xdata)
     3411    0.005    0.000    0.014    0.000 lines.py:1283(set_ydata)
      303    0.002    0.000    0.105    0.000 lines.py:1319(update_from)
      573    0.001    0.000    0.003    0.000 lines.py:1342(set_dash_joinstyle)
      573    0.001    0.000    0.002    0.000 lines.py:1358(set_solid_joinstyle)
      573    0.002    0.000    0.004    0.000 lines.py:1390(set_dash_capstyle)
      573    0.001    0.000    0.002    0.000 lines.py:1406(set_solid_capstyle)
      573    0.019    0.000    0.161    0.000 lines.py:272(__init__)
    30848    0.070    0.000    0.080    0.000 lines.py:33(_get_dash_pattern)
      573    0.000    0.000    0.001    0.000 lines.py:538(set_markevery)
      282    0.000    0.000    0.000    0.000 lines.py:597(get_markevery)
    61776    0.115    0.000    0.187    0.000 lines.py:63(_scale_dashes)
     1146    0.002    0.000    0.013    0.000 lines.py:637(set_data)
      473    0.013    0.000    0.059    0.000 lines.py:656(recache)
      282    0.001    0.000    0.006    0.000 lines.py:699(_transform_path)
      282    0.000    0.000    0.006    0.000 lines.py:714(_get_transformed_path)
      573    0.001    0.000    0.005    0.000 lines.py:720(set_transform)
      756    0.013    0.000    0.116    0.000 lines.py:731(draw)
      282    0.000    0.000    0.000    0.000 lines.py:895(get_drawstyle)
      282    0.000    0.000    0.001    0.000 lines.py:935(get_markeredgecolor)
      564    0.001    0.000    0.003    0.000 lines.py:961(_get_markerfacecolor)
    31408    0.161    0.000    2.567    0.000 markers.py:228(__init__)
    62513    0.276    0.000    1.434    0.000 markers.py:277(_recache)
      282    0.001    0.000    0.001    0.000 markers.py:293(__bool__)
    30150    0.013    0.000    0.013    0.000 markers.py:296(is_filled)
    31096    0.013    0.000    0.013    0.000 markers.py:299(get_fillstyle)
    31408    0.155    0.000    0.279    0.000 markers.py:302(_set_fillstyle)
      282    0.001    0.000    0.001    0.000 markers.py:318(get_joinstyle)
      282    0.000    0.000    0.001    0.000 markers.py:321(get_capstyle)
      282    0.000    0.000    0.000    0.000 markers.py:324(get_marker)
    31408    0.283    0.000    2.127    0.000 markers.py:327(_set_marker)
    30432    0.012    0.000    0.012    0.000 markers.py:369(get_path)
    30432    0.049    0.000    0.338    0.000 markers.py:378(get_transform)
      282    0.000    0.000    0.000    0.000 markers.py:388(get_alt_path)
      282    0.000    0.000    0.000    0.000 markers.py:407(get_snap_threshold)
      573    0.000    0.000    0.000    0.000 markers.py:482(_set_nothing)
    30150    0.065    0.000    0.078    0.000 markers.py:543(_half_fill)
    30150    0.231    0.000    1.039    0.000 markers.py:546(_set_circle)
      116    0.001    0.000    0.005    0.000 markers.py:791(_set_tickleft)
      116    0.000    0.000    0.002    0.000 markers.py:797(_set_tickright)
       75    0.000    0.000    0.001    0.000 markers.py:805(_set_tickup)
       75    0.000    0.000    0.002    0.000 markers.py:811(_set_tickdown)
       20    0.000    0.000    0.001    0.000 mathtext.py:196(__init__)
        5    0.000    0.000    0.000    0.000 multiarray.py:1021(unravel_index)
  1932394    0.514    0.000    0.514    0.000 multiarray.py:1071(copyto)
       11    0.000    0.000    0.000    0.000 multiarray.py:1368(may_share_memory)
  3220406    0.792    0.000    0.792    0.000 multiarray.py:148(concatenate)
     4706    0.004    0.000    0.004    0.000 multiarray.py:341(where)
       10    0.000    0.000    0.000    0.000 multiarray.py:498(can_cast)
      180    0.000    0.000    0.000    0.000 multiarray.py:613(min_scalar_type)
     1345    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
   182976    0.054    0.000    0.054    0.000 multiarray.py:736(dot)
   965860    0.217    0.000    0.217    0.000 multiarray.py:80(empty_like)
   120665    0.030    0.000    0.030    0.000 multiarray.py:883(bincount)
        5    0.000    0.000    0.000    0.000 multiarray.py:960(ravel_multi_index)
      135    0.001    0.000    0.016    0.000 multiclass.py:105(<genexpr>)
      180    0.000    0.000    0.000    0.000 multiclass.py:108(<genexpr>)
      180    0.003    0.000    0.009    0.000 multiclass.py:118(is_multilabel)
      180    0.005    0.000    0.055    0.000 multiclass.py:203(type_of_target)
       90    0.000    0.000    0.015    0.000 multiclass.py:22(_unique_multiclass)
       45    0.003    0.000    0.040    0.001 multiclass.py:42(unique_labels)
      135    0.000    0.000    0.021    0.000 multiclass.py:77(<genexpr>)
   965375    1.686    0.000    6.589    0.000 numeric.py:149(ones)
    60416    0.138    0.000    0.156    0.000 numeric.py:1873(isscalar)
       10    0.000    0.000    0.000    0.000 numeric.py:214(_ones_like_dispatcher)
       10    0.000    0.000    0.001    0.000 numeric.py:218(ones_like)
     1320    0.001    0.000    0.001    0.000 numeric.py:2269(_isclose_dispatcher)
     1320    0.024    0.000    0.214    0.000 numeric.py:2273(isclose)
     1320    0.037    0.000    0.095    0.000 numeric.py:2354(within_tol)
     4691    0.003    0.000    0.003    0.000 numeric.py:2398(_array_equal_dispatcher)
     4691    0.264    0.000    0.375    0.000 numeric.py:2402(array_equal)
     1144    0.006    0.000    0.029    0.000 numeric.py:289(full)
   965280    0.235    0.000    0.235    0.000 numeric.py:353(_full_like_dispatcher)
   965280    1.908    0.000    9.068    0.000 numeric.py:357(full_like)
      570    0.000    0.000    0.000    0.000 numeric.py:72(_zeros_like_dispatcher)
      570    0.005    0.000    0.018    0.000 numeric.py:76(zeros_like)
       30    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
    60860    0.089    0.000    0.141    0.000 numerictypes.py:282(issubclass_)
    30430    0.115    0.000    0.262    0.000 numerictypes.py:356(issubdtype)
       30    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        5    0.004    0.001    0.008    0.002 numpy_pickle.py:286(__init__)
       10    0.002    0.000    0.002    0.000 numpy_pickle.py:303(_create_array_wrapper)
    595/5    0.004    0.000    0.048    0.010 numpy_pickle.py:322(save)
        5    0.016    0.003    0.103    0.021 numpy_pickle.py:424(dump)
       10    0.000    0.000    0.000    0.000 numpy_pickle.py:79(__init__)
       10    0.000    0.000    0.000    0.000 numpy_pickle.py:92(safe_get_numpy_array_alignment_bytes)
       10    0.004    0.000    0.008    0.001 numpy_pickle.py:97(write_array)
      240    0.000    0.000    0.000    0.000 offsetbox.py:102(<listcomp>)
       20    0.000    0.000    0.001    0.000 offsetbox.py:1120(_get_anchored_bbox)
      240    0.001    0.000    0.004    0.000 offsetbox.py:134(_get_aligned_offsets)
      710    0.000    0.000    0.000    0.000 offsetbox.py:164(<genexpr>)
      670    0.000    0.000    0.000    0.000 offsetbox.py:169(<genexpr>)
      670    0.000    0.000    0.000    0.000 offsetbox.py:170(<genexpr>)
      220    0.000    0.000    0.000    0.000 offsetbox.py:172(<listcomp>)
       20    0.000    0.000    0.000    0.000 offsetbox.py:181(<listcomp>)
       65    0.000    0.000    0.004    0.000 offsetbox.py:195(__init__)
     65/5    0.000    0.000    0.001    0.000 offsetbox.py:205(set_figure)
   130/70    0.000    0.000    0.000    0.000 offsetbox.py:217(axes)
       55    0.000    0.000    0.001    0.000 offsetbox.py:258(set_offset)
       70    0.000    0.000    0.013    0.000 offsetbox.py:276(get_offset)
      300    0.000    0.000    0.001    0.000 offsetbox.py:317(get_visible_children)
      300    0.001    0.000    0.001    0.000 offsetbox.py:319(<listcomp>)
      195    0.000    0.000    0.000    0.000 offsetbox.py:321(get_children)
   170/60    0.001    0.000    0.090    0.002 offsetbox.py:344(get_extent)
       10    0.000    0.000    0.036    0.004 offsetbox.py:349(get_window_extent)
    60/10    0.001    0.000    0.297    0.030 offsetbox.py:357(draw)
       30    0.000    0.000    0.002    0.000 offsetbox.py:372(__init__)
    60/40    0.002    0.000    0.092    0.002 offsetbox.py:424(get_extent_offsets)
    60/40    0.000    0.000    0.090    0.002 offsetbox.py:435(<listcomp>)
       60    0.000    0.000    0.000    0.000 offsetbox.py:437(<listcomp>)
       60    0.000    0.000    0.000    0.000 offsetbox.py:439(<listcomp>)
      120    0.000    0.000    0.000    0.000 offsetbox.py:44(bbox_artist)
       60    0.000    0.000    0.000    0.000 offsetbox.py:444(<listcomp>)
       60    0.000    0.000    0.000    0.000 offsetbox.py:448(<listcomp>)
   180/90    0.004    0.000    0.112    0.001 offsetbox.py:465(get_extent_offsets)
   180/90    0.001    0.000    0.105    0.001 offsetbox.py:471(<listcomp>)
      180    0.000    0.000    0.000    0.000 offsetbox.py:477(<listcomp>)
      180    0.000    0.000    0.000    0.000 offsetbox.py:482(<listcomp>)
      180    0.000    0.000    0.000    0.000 offsetbox.py:487(<listcomp>)
      240    0.002    0.000    0.007    0.000 offsetbox.py:49(_get_packed_offsets)
       15    0.000    0.000    0.002    0.000 offsetbox.py:577(__init__)
       45    0.000    0.000    0.001    0.000 offsetbox.py:610(get_transform)
       30    0.000    0.000    0.001    0.000 offsetbox.py:621(set_offset)
      150    0.000    0.000    0.000    0.000 offsetbox.py:648(get_extent)
       15    0.000    0.000    0.000    0.000 offsetbox.py:654(add_artist)
       30    0.001    0.000    0.170    0.006 offsetbox.py:665(draw)
       20    0.000    0.000    0.007    0.000 offsetbox.py:698(__init__)
       30    0.000    0.000    0.001    0.000 offsetbox.py:758(set_offset)
      150    0.003    0.000    0.093    0.001 offsetbox.py:784(get_extent)
       30    0.000    0.000    0.030    0.001 offsetbox.py:812(draw)
       25    0.003    0.000   51.919    2.077 pairwise.py:1554(_parallel_pairwise)
       25    0.001    0.000    0.003    0.000 pairwise.py:1645(_check_chunk_size)
       75    0.000    0.000    0.001    0.000 pairwise.py:1652(<genexpr>)
       75    0.000    0.000    0.001    0.000 pairwise.py:1657(<genexpr>)
        5    0.000    0.000    0.000    0.000 pairwise.py:1666(_precompute_metric_params)
       30    1.707    0.057   61.964    2.065 pairwise.py:1692(pairwise_distances_chunked)
       25    0.001    0.000   51.920    2.077 pairwise.py:1864(pairwise_distances)
       25    0.013    0.001   51.907    2.076 pairwise.py:224(euclidean_distances)
     1675   40.720    0.024   52.865    0.032 pairwise.py:331(_euclidean_distances)
       50    0.001    0.000    0.001    0.000 pairwise.py:39(_return_float_dtype)
       25    0.001    0.000    0.024    0.001 pairwise.py:63(check_pairwise_arrays)
       10    0.001    0.000    0.006    0.001 parallel.py:308(cpu_count)
       25    0.001    0.000    0.007    0.000 parallel.py:411(effective_n_jobs)
       25    0.001    0.000    0.003    0.000 parallel.py:89(get_active_backend)
        5    0.000    0.000    0.001    0.000 patches.py:1078(__init__)
